images,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image.started,image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
images/target.png,0,0,0,0,16.961347099859267,None,,001,2022_Jan_07_1749,Sarah,2021.2.3,240.12313451556665,
images/target.png,0,1,1,1,22.926261499989778,None,,001,2022_Jan_07_1749,Sarah,2021.2.3,240.12313451556665,
images/target.png,0,2,2,2,28.952330200001597,None,,001,2022_Jan_07_1749,Sarah,2021.2.3,240.12313451556665,
images/target.png,0,3,3,3,34.95626429980621,None,,001,2022_Jan_07_1749,Sarah,2021.2.3,240.12313451556665,
images/target.png,0,4,4,4,40.96242919983342,None,,001,2022_Jan_07_1749,Sarah,2021.2.3,240.12313451556665,
images/target.png,0,5,5,5,46.95761749986559,None,,001,2022_Jan_07_1749,Sarah,2021.2.3,240.12313451556665,
images/target.png,0,6,6,6,52.96159789990634,None,,001,2022_Jan_07_1749,Sarah,2021.2.3,240.12313451556665,
images/target.png,0,7,7,7,58.955794299952686,None,,001,2022_Jan_07_1749,Sarah,2021.2.3,240.12313451556665,
images/target.png,0,8,8,8,64.95238719973713,None,,001,2022_Jan_07_1749,Sarah,2021.2.3,240.12313451556665,
images/target.png,0,9,9,9,70.95471150008962,None,,001,2022_Jan_07_1749,Sarah,2021.2.3,240.12313451556665,
