images,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image.started,image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
images/target.png,0,0,0,0,15.264802724006586,None,,001,2022_Jan_07_1215,Sarah,2021.2.3,59.90016940831318,
images/target.png,0,1,1,1,21.23541560501326,None,,001,2022_Jan_07_1215,Sarah,2021.2.3,59.90016940831318,
images/target.png,0,2,2,2,27.25193249800941,None,,001,2022_Jan_07_1215,Sarah,2021.2.3,59.90016940831318,
images/target.png,0,3,3,3,33.236156116996426,None,,001,2022_Jan_07_1215,Sarah,2021.2.3,59.90016940831318,
images/target.png,0,4,4,4,39.234775347984396,None,,001,2022_Jan_07_1215,Sarah,2021.2.3,59.90016940831318,
images/target.png,0,5,5,5,45.23456905502826,None,,001,2022_Jan_07_1215,Sarah,2021.2.3,59.90016940831318,
images/target.png,0,6,6,6,51.234653150022496,None,,001,2022_Jan_07_1215,Sarah,2021.2.3,59.90016940831318,
images/target.png,0,7,7,7,57.21803726203507,None,,001,2022_Jan_07_1215,Sarah,2021.2.3,59.90016940831318,
images/target.png,0,8,8,8,63.23443061398575,None,,001,2022_Jan_07_1215,Sarah,2021.2.3,59.90016940831318,
images/target.png,0,9,9,9,69.23399938899092,None,,001,2022_Jan_07_1215,Sarah,2021.2.3,59.90016940831318,
